"brokered_by","status","price","bed","bath","acre_lot","street","city","state","zip_code","house_size","prev_sold_date"
8035,"for_sale                      ",599000,5,5,"0.32",529688,"Omaha","Nebraska                      ","68022",4218,"2019-10-24"
8035,"for_sale                      ",400000,4,4,"0.24",554419,"Omaha","Nebraska                      ","68136",3568,"2004-07-16"
52721,"for_sale                      ",189950,3,2,"0.33",1134727,"Omaha","Nebraska                      ","68112",2030,"2020-08-12"
8035,"for_sale                      ",249500,3,3,"0.22",144871,"Omaha","Nebraska                      ","68137",1634,"2012-06-18"
67749,"for_sale                      ",265000,3,3,"0.15",951495,"Omaha","Nebraska                      ","68105",2118,"2003-10-23"
11472,"for_sale                      ",579900,4,3,"0.24",556673,"Omaha","Nebraska                      ","68136",3083,"2016-11-01"
67749,"for_sale                      ",219000,3,2,"0.18",1687724,"Omaha","Nebraska                      ","68124",1458,NULL
67257,"for_sale                      ",220000,3,3,"0.24",1263631,"Omaha","Nebraska                      ","68134",1504,NULL
67749,"for_sale                      ",245000,3,2,"0.11",45169,"Omaha","Nebraska                      ","68105",1312,"2015-01-06"
67258,"for_sale                      ",236000,3,2,"0.13",1215885,"Omaha","Nebraska                      ","68116",1398,"2015-04-20"
79221,"for_sale                      ",210000,3,2,"0.16",1039213,"Omaha","Nebraska                      ","68104",1552,"2015-08-07"
33312,"for_sale                      ",750000,6,4,"3.51",693780,"Omaha","Nebraska                      ","68022",3866,"2010-10-12"
8035,"for_sale                      ",335000,4,3,"0.19",401107,"Omaha","Nebraska                      ","68137",2775,"2015-11-30"
33718,"for_sale                      ",229900,4,2,"0.18",110288,"Omaha","Nebraska                      ","68154",1614,"2017-07-31"
8035,"for_sale                      ",322739,3,3,"0.16",546990,"Omaha","Nebraska                      ","68136",2435,NULL
33718,"for_sale                      ",554533,3,3,"0.18",1459473,"Omaha","Nebraska                      ","68116",2966,NULL
67257,"for_sale                      ",438471,2,2,"0.27",689279,"Omaha","Nebraska                      ","68022",1776,NULL
67749,"for_sale                      ",650000,5,4,"0.31",477853,"Omaha","Nebraska                      ","68116",3364,"2021-05-04"
33718,"for_sale                      ",520000,3,3,"0.18",1459110,"Omaha","Nebraska                      ","68116",2476,NULL
67258,"for_sale                      ",524950,4,3,"0.25",542117,"Omaha","Nebraska                      ","68022",2605,NULL
33718,"for_sale                      ",460000,2,2,"0.17",1455274,"Omaha","Nebraska                      ","68116",1780,NULL
8035,"for_sale                      ",999950,4,4,"0.39",1020598,"Omaha","Nebraska                      ","68022",4029,"2020-09-21"
83670,"for_sale                      ",240000,4,2,"0.15",477997,"Omaha","Nebraska                      ","68116",1580,"2010-03-31"
8035,"for_sale                      ",330000,3,2,"0.2",570722,"Omaha","Nebraska                      ","68022",1395,"2014-04-02"
69077,"for_sale                      ",695000,4,4,"0.25",518555,"Omaha","Nebraska                      ","68118",4321,"2013-09-04"
8035,"for_sale                      ",399000,4,3,"0.27",511231,"Omaha","Nebraska                      ","68116",2492,"2015-10-23"
11472,"for_sale                      ",235000,3,2,"0.13",580397,"Omaha","Nebraska                      ","68135",1486,"2017-04-05"
11296,"for_sale                      ",295000,3,3,"0.17",422891,"Omaha","Nebraska                      ","68144",2069,"2016-12-01"
67749,"for_sale                      ",330000,3,4,"0.21",551753,"Omaha","Nebraska                      ","68135",2454,"2017-03-03"
67257,"for_sale                      ",310000,3,4,"0.14",1321075,"Omaha","Nebraska                      ","68135",2736,"2021-04-22"
67749,"for_sale                      ",525000,4,3,"0.23",549371,"Omaha","Nebraska                      ","68022",2406,"2021-04-19"
11472,"for_sale                      ",364800,2,2,"0",1403448,"Omaha","Nebraska                      ","68102",1403,"2015-10-20"
67257,"for_sale                      ",185000,3,2,"0.18",925194,"Omaha","Nebraska                      ","68105",1218,NULL
78005,"for_sale                      ",220000,3,2,"0.22",1233713,"Omaha","Nebraska                      ","68107",1272,"2008-07-24"
8035,"for_sale                      ",200000,3,2,"0.21",1574294,"Omaha","Nebraska                      ","68114",1284,"2004-04-27"
67749,"for_sale                      ",330000,4,3,"0.21",420987,"Omaha","Nebraska                      ","68116",2887,"1991-08-16"
67258,"for_sale                      ",380000,4,3,"0.19",384136,"Omaha","Nebraska                      ","68116",2778,"2016-05-11"
11296,"for_sale                      ",474500,4,3,"0.25",772211,"Omaha","Nebraska                      ","68116",2926,"2021-01-19"
67749,"for_sale                      ",599000,5,5,"0.29",1438997,"Omaha","Nebraska                      ","68116",4510,"2020-04-24"
8035,"for_sale                      ",521300,3,2,"0.26",1028171,"Omaha","Nebraska                      ","68116",1802,"2017-12-21"
67258,"for_sale                      ",749490,3,3,"0.27",492859,"Omaha","Nebraska                      ","68118",4336,"2006-02-10"
11472,"for_sale                      ",550000,4,4,"0.31",471497,"Omaha","Nebraska                      ","68118",5186,"2017-06-02"
11472,"for_sale                      ",303125,2,2,"0.1",490266,"Omaha","Nebraska                      ","68118",1241,NULL
11472,"for_sale                      ",290500,3,3,"0.12",486835,"Omaha","Nebraska                      ","68118",1431,"2020-03-10"
11472,"for_sale                      ",322900,4,4,"0.14",375660,"Omaha","Nebraska                      ","68116",2516,"2017-12-18"
11296,"for_sale                      ",215000,4,2,"0.1",1205858,"Omaha","Nebraska                      ","68131",1466,"2014-04-15"
52721,"for_sale                      ",410000,4,4,"0.36",1361514,"Omaha","Nebraska                      ","68154",3163,"2021-11-10"
60098,"for_sale                      ",285000,3,3,"0.24",123750,"Omaha","Nebraska                      ","68137",2184,"2008-05-30"
8035,"for_sale                      ",259500,5,2,"0.25",1060773,"Omaha","Nebraska                      ","68105",2274,"2017-10-25"
67749,"for_sale                      ",325000,3,2,"0.16",1269608,"Omaha","Nebraska                      ","68106",2183,"2017-11-28"
79221,"for_sale                      ",250000,3,2,"0.19",124505,"Omaha","Nebraska                      ","68144",1710,"2019-01-07"
8035,"for_sale                      ",350000,4,3,"0.25",383421,"Omaha","Nebraska                      ","68154",2639,NULL
8035,"for_sale                      ",410000,4,4,"0.28",401538,"Omaha","Nebraska                      ","68116",3304,"2010-10-04"
67257,"for_sale                      ",375000,3,4,"0.2",1514066,"Omaha","Nebraska                      ","68127",3595,NULL
67256,"for_sale                      ",599900,6,6,"0.4",318821,"Omaha","Nebraska                      ","68154",5206,NULL
67257,"for_sale                      ",240000,3,2,"0.13",1544602,"Omaha","Nebraska                      ","68135",1194,"2008-07-18"
8035,"for_sale                      ",280000,3,2,"0.14",559807,"Omaha","Nebraska                      ","68130",1454,"2015-06-25"
11296,"for_sale                      ",285000,3,2,"0.17",464021,"Omaha","Nebraska                      ","68136",1887,"2016-05-23"
67749,"for_sale                      ",245000,2,2,"0.15",309615,"Omaha","Nebraska                      ","68144",1849,"2021-11-01"
67256,"for_sale                      ",217500,3,3,"0.12",1338305,"Omaha","Nebraska                      ","68104",1564,NULL
8035,"for_sale                      ",139900,2,1,"0.14",1278797,"Omaha","Nebraska                      ","68104",772,"2015-12-01"
67749,"for_sale                      ",289900,3,2,"0.23",539748,"Omaha","Nebraska                      ","68144",2016,"2015-11-04"
83670,"for_sale                      ",350000,5,3,"0.24",461207,"Omaha","Nebraska                      ","68136",2760,"2010-02-10"
67749,"for_sale                      ",218000,3,2,"0.13",1341520,"Omaha","Nebraska                      ","68106",1538,NULL
67749,"for_sale                      ",179900,2,2,"0.15",1462970,"Omaha","Nebraska                      ","68104",1696,"2019-05-23"
8035,"for_sale                      ",224900,3,2,"0.14",367971,"Omaha","Nebraska                      ","68116",1701,"2011-03-22"
67256,"for_sale                      ",299950,3,2,"0.23",518734,"Omaha","Nebraska                      ","68116",1620,"2019-07-15"
NULL,"for_sale                      ",189000,3,2,"0.15",701309,"Omaha","Nebraska                      ","68104",1008,NULL
79221,"for_sale                      ",274900,3,2,"0.16",339299,"Omaha","Nebraska                      ","68142",1607,"2020-08-05"
67749,"for_sale                      ",69000,3,2,"0.14",565348,"Omaha","Nebraska                      ","68110",2422,NULL
67749,"for_sale                      ",285000,3,3,"0.14",1588693,"Omaha","Nebraska                      ","68136",2066,"2018-06-22"
11296,"for_sale                      ",215000,5,2,"0.14",1543190,"Omaha","Nebraska                      ","68112",1840,"2010-11-18"
11472,"for_sale                      ",310000,4,3,"0.02",426170,"Omaha","Nebraska                      ","68135",2602,"2021-12-03"
71735,"for_sale                      ",297500,4,3,"0.06",908543,"Omaha","Nebraska                      ","68105",3016,"2013-04-08"
8035,"for_sale                      ",295000,5,2,"0.15",1301221,"Omaha","Nebraska                      ","68132",1095,NULL
55651,"for_sale                      ",299900,2,3,"0.02",973622,"Omaha","Nebraska                      ","68105",1120,NULL
69077,"for_sale                      ",424950,3,3,"0.23",1421101,"Omaha","Nebraska                      ","68135",2712,"2008-04-10"
11296,"for_sale                      ",379000,4,3,"0.24",428245,"Omaha","Nebraska                      ","68135",2206,"1999-03-02"
8035,"for_sale                      ",305000,4,3,"0.26",403748,"Omaha","Nebraska                      ","68116",2316,"2016-02-01"
67258,"for_sale                      ",360000,3,3,"0.25",479539,"Omaha","Nebraska                      ","68136",2194,"2021-07-14"
8035,"for_sale                      ",260000,3,3,"0.21",328180,"Omaha","Nebraska                      ","68137",1816,"2014-07-03"
71735,"for_sale                      ",265000,3,3,"0.16",1441913,"Omaha","Nebraska                      ","68137",1789,"2016-05-27"
33718,"for_sale                      ",298500,4,2,"0.19",1613287,"Omaha","Nebraska                      ","68122",3103,"2009-03-11"
11296,"for_sale                      ",255000,3,2,"0.14",1776248,"Omaha","Nebraska                      ","68122",1324,"2018-04-04"
75009,"for_sale                      ",260000,4,3,"0.26",1501963,"Omaha","Nebraska                      ","68127",1744,"2019-06-12"
67256,"for_sale                      ",689900,5,4,"0.15",1341262,"Omaha","Nebraska                      ","68132",3241,"2016-12-06"
79221,"for_sale                      ",465000,5,4,"0.23",1542497,"Omaha","Nebraska                      ","68135",3357,"2010-06-21"
8035,"for_sale                      ",242500,3,2,"0.12",587287,"Omaha","Nebraska                      ","68135",1580,"2013-05-02"
8035,"for_sale                      ",535000,4,5,"0.22",493385,"Omaha","Nebraska                      ","68135",4626,"2014-07-03"
31931,"for_sale                      ",495000,5,4,"0.24",1490068,"Omaha","Nebraska                      ","68135",3436,"2013-07-18"
8035,"for_sale                      ",500000,4,5,"0.28",1488981,"Omaha","Nebraska                      ","68135",3848,"2018-07-13"
11296,"for_sale                      ",234000,3,3,"0.17",372568,"Omaha","Nebraska                      ","68137",1823,"2013-08-29"
8035,"for_sale                      ",290000,3,3,"0.19",328203,"Omaha","Nebraska                      ","68138",2200,"2003-09-02"
67751,"for_sale                      ",295000,3,3,"0.15",176942,"Omaha","Nebraska                      ","68137",2625,"2021-04-23"
11472,"for_sale                      ",285000,4,3,"0.24",1535205,"Omaha","Nebraska                      ","68137",2718,"1996-02-28"
67749,"for_sale                      ",230000,3,2,"0.18",323431,"Omaha","Nebraska                      ","68137",1702,"2011-04-14"
8035,"for_sale                      ",245000,3,2,"0.14",177496,"Omaha","Nebraska                      ","68137",1423,"2019-05-03"
8035,"for_sale                      ",560662,4,3,"0.23",691210,"Omaha","Nebraska                      ","68135",3022,NULL
8035,"for_sale                      ",535130,5,3,"0.27",1543403,"Omaha","Nebraska                      ","68135",3453,"2020-05-20"
67257,"for_sale                      ",474114,2,2,"0.23",1542673,"Omaha","Nebraska                      ","68135",1665,"2018-07-06"
8035,"for_sale                      ",405635,4,3,"0.34",591840,"Omaha","Nebraska                      ","68135",2426,"2021-03-26"
8035,"for_sale                      ",445280,4,3,"0.26",1542581,"Omaha","Nebraska                      ","68135",2426,"2021-11-19"
110098,"for_sale                      ",360000,3,3,"0.25",303726,"Omaha","Nebraska                      ","68164",2715,"2015-08-06"
79221,"for_sale                      ",250000,3,3,"0.18",178856,"Omaha","Nebraska                      ","68164",1684,"2021-01-11"
33718,"for_sale                      ",225000,3,3,"0.17",162513,"Omaha","Nebraska                      ","68164",1556,"2018-10-16"
67749,"for_sale                      ",230000,3,3,"0.13",1440628,"Omaha","Nebraska                      ","68164",1666,"2000-06-15"
8035,"for_sale                      ",237500,4,2,"0.19",252971,"Omaha","Nebraska                      ","68144",1479,"2021-10-01"
67256,"for_sale                      ",174711,3,2,"0.21",314727,"Omaha","Nebraska                      ","68144",1304,NULL
11296,"for_sale                      ",250000,3,2,"0.26",1290318,"Omaha","Nebraska                      ","68157",1608,"2019-05-28"
8035,"for_sale                      ",1250000,6,6,"0.46",841823,"Omaha","Nebraska                      ","68124",7655,"2021-02-19"
52721,"for_sale                      ",130000,3,1,"0.12",1454427,"Omaha","Nebraska                      ","68111",781,"2007-06-26"
8035,"for_sale                      ",110000,3,2,"0.12",1099148,"Omaha","Nebraska                      ","68111",1107,"2017-08-18"
67749,"for_sale                      ",150000,4,2,"0.12",708187,"Omaha","Nebraska                      ","68110",2371,NULL
52721,"for_sale                      ",295000,2,2,"0.22",183456,"Omaha","Nebraska                      ","68137",1760,"2006-05-02"
8035,"for_sale                      ",195000,3,2,"0.23",50866,"Omaha","Nebraska                      ","68114",1499,NULL
79221,"for_sale                      ",350000,4,3,"0.23",364955,"Omaha","Nebraska                      ","68144",2800,"2012-12-03"
11472,"for_sale                      ",350000,4,3,"0.14",740361,"Omaha","Nebraska                      ","68105",2615,NULL
67749,"for_sale                      ",200000,3,1,"0.22",103325,"Omaha","Nebraska                      ","68154",1276,NULL
67264,"for_sale                      ",235900,3,2,"0.16",1631064,"Omaha","Nebraska                      ","68122",1659,NULL
33312,"for_sale                      ",164900,3,2,"0.07",341441,"Omaha","Nebraska                      ","68108",1036,"2002-12-23"
67749,"for_sale                      ",200000,3,2,"0.02",1558898,"Omaha","Nebraska                      ","68104",1256,"2017-02-07"
8035,"for_sale                      ",160000,3,1,"0.15",1181241,"Omaha","Nebraska                      ","68111",898,"2022-01-25"
8035,"for_sale                      ",169900,3,2,"0.13",1279431,"Omaha","Nebraska                      ","68104",1272,NULL
8035,"for_sale                      ",200000,3,2,"0.16",674228,"Omaha","Nebraska                      ","68106",1221,"2009-03-06"
67749,"for_sale                      ",225000,2,2,"0.09",510485,"Omaha","Nebraska                      ","68118",1180,"2008-11-05"
81710,"for_sale                      ",179900,2,1,"0.14",666120,"Omaha","Nebraska                      ","68106",1216,"2017-06-05"
11296,"for_sale                      ",245000,4,3,"0.25",1045036,"Omaha","Nebraska                      ","68144",1760,"2022-02-11"
67259,"for_sale                      ",189900,3,1,"0.14",616163,"Omaha","Nebraska                      ","68104",1076,"2019-01-03"
11472,"for_sale                      ",313500,2,2,"0.11",486927,"Omaha","Nebraska                      ","68118",1241,NULL
11296,"for_sale                      ",332900,5,4,"0.14",564812,"Omaha","Nebraska                      ","68130",3758,"2019-08-16"
11472,"for_sale                      ",155000,4,2,"0.2",1217080,"Omaha","Nebraska                      ","68107",1774,"2021-11-19"
72118,"for_sale                      ",120000,2,1,"0.12",1421498,"Omaha","Nebraska                      ","68107",912,"2019-10-24"
78005,"for_sale                      ",800000,5,6,"0.47",467566,"Omaha","Nebraska                      ","68135",5781,"2021-12-29"
11296,"for_sale                      ",79000,2,1,"0.14",1571107,"Omaha","Nebraska                      ","68112",968,NULL
67258,"for_sale                      ",250000,4,3,"0.33",1079423,"Omaha","Nebraska                      ","68131",2420,NULL
67749,"for_sale                      ",165000,3,1,"0.21",1649720,"Omaha","Nebraska                      ","68114",1388,"2021-10-05"
67749,"for_sale                      ",170000,3,2,"0.12",1266103,"Omaha","Nebraska                      ","68104",1888,"2013-11-05"
79221,"for_sale                      ",164900,3,2,"0.2",949431,"Omaha","Nebraska                      ","68105",1040,NULL
67256,"for_sale                      ",950000,3,6,"0.7",1689472,"Omaha","Nebraska                      ","68124",5186,NULL
40464,"for_sale                      ",127500,3,1,"0.42",628104,"Omaha","Nebraska                      ","68134",1027,NULL
110098,"for_sale                      ",425000,4,5,"0.21",443217,"Omaha","Nebraska                      ","68135",3411,"2019-06-20"
11472,"for_sale                      ",99000,2,1,"0.07",578502,"Omaha","Nebraska                      ","68108",790,"2000-09-07"
105608,"for_sale                      ",149950,2,1,"0.11",1400644,"Omaha","Nebraska                      ","68106",930,"2022-02-15"
67751,"for_sale                      ",299900,3,2,"0.25",328165,"Omaha","Nebraska                      ","68138",1840,"2018-06-12"
8035,"for_sale                      ",108850,2,1,"0.12",859678,"Omaha","Nebraska                      ","68108",1100,NULL
33718,"for_sale                      ",285000,4,3,"0.19",1372022,"Omaha","Nebraska                      ","68107",3659,"2021-02-19"
11472,"for_sale                      ",110000,2,2,"0.07",577495,"Omaha","Nebraska                      ","68108",1060,"2000-09-07"
67256,"for_sale                      ",440000,2,1,"0.21",930688,"Omaha","Nebraska                      ","68111",968,NULL
66562,"for_sale                      ",255500,5,3,"0.25",990129,"Omaha","Nebraska                      ","68108",1830,NULL
67751,"for_sale                      ",149900,2,2,"0.15",1029672,"Omaha","Nebraska                      ","68108",855,"2021-06-29"
8035,"for_sale                      ",175000,3,3,"0.15",1559866,"Omaha","Nebraska                      ","68104",1398,"2021-07-22"
83670,"for_sale                      ",220000,3,3,"0.15",1529498,"Omaha","Nebraska                      ","68104",1360,"2020-11-13"
67751,"for_sale                      ",239900,3,2,"0.21",284853,"Omaha","Nebraska                      ","68137",1934,"2016-06-21"
8035,"for_sale                      ",268000,3,3,"0.1",1059286,"Omaha","Nebraska                      ","68144",1208,"2019-02-27"
15501,"for_sale                      ",249000,3,3,"0.13",1415486,"Omaha","Nebraska                      ","68135",1427,"2019-12-31"
78005,"for_sale                      ",189500,4,3,"0.11",934217,"Omaha","Nebraska                      ","68108",2416,"2008-08-07"
8035,"for_sale                      ",210000,3,3,"0.22",1489121,"Omaha","Nebraska                      ","68152",1350,"2005-03-23"
11296,"for_sale                      ",220000,3,2,"0.18",261439,"Omaha","Nebraska                      ","68164",1482,NULL
11472,"for_sale                      ",294025,3,3,"0.09",489334,"Omaha","Nebraska                      ","68118",1431,"2021-05-04"
78005,"for_sale                      ",295500,3,2,"0.16",1689522,"Omaha","Nebraska                      ","68134",1485,"2021-05-12"
17611,"for_sale                      ",365000,3,3,"0.24",509939,"Omaha","Nebraska                      ","68116",2601,"2016-02-29"
28683,"for_sale                      ",230000,3,3,"0.2",1124355,"Omaha","Nebraska                      ","68134",1868,"1999-07-10"
67257,"for_sale                      ",400000,5,4,"0.2",502498,"Omaha","Nebraska                      ","68118",3232,"2005-04-01"
52721,"for_sale                      ",139900,3,1,"0.13",1221580,"Omaha","Nebraska                      ","68111",1980,"2021-06-16"
8035,"for_sale                      ",199900,3,2,"0.12",1547848,"Omaha","Nebraska                      ","68104",1687,"1999-07-22"
67751,"for_sale                      ",160000,3,2,"0.25",1399042,"Omaha","Nebraska                      ","68110",2202,"1995-08-18"
11472,"for_sale                      ",350000,3,4,"0",617883,"Omaha","Nebraska                      ","68134",2736,"2007-10-11"
66538,"for_sale                      ",99500,4,1,"0.1",403866,"Omaha","Nebraska                      ","68108",1294,"2010-09-08"
67749,"for_sale                      ",450000,5,5,"0.25",585126,"Omaha","Nebraska                      ","68022",3116,"2011-04-04"
67751,"for_sale                      ",187000,2,2,"0.22",806192,"Omaha","Nebraska                      ","68106",1796,NULL
67749,"for_sale                      ",53000,3,1,"0.11",1173211,"Omaha","Nebraska                      ","68111",768,NULL
8035,"for_sale                      ",425000,4,5,"0.24",1196924,"Omaha","Nebraska                      ","68164",3779,"1997-09-15"
67749,"for_sale                      ",230000,3,3,"0.19",323104,"Omaha","Nebraska                      ","68137",1556,"2013-11-12"
8035,"for_sale                      ",259000,3,2,"0.15",1535384,"Omaha","Nebraska                      ","68116",1566,"2019-01-25"
67749,"for_sale                      ",525000,4,3,"0.23",545644,"Omaha","Nebraska                      ","68022",2406,NULL
110098,"for_sale                      ",399000,4,4,"0.23",1300392,"Omaha","Nebraska                      ","68164",2788,"2015-09-24"
8035,"for_sale                      ",410000,4,3,"0.35",499607,"Omaha","Nebraska                      ","68118",3008,"2019-05-28"
8035,"for_sale                      ",649900,5,5,"0.26",799277,"Omaha","Nebraska                      ","68022",3802,"2018-04-12"
67257,"for_sale                      ",400000,4,4,"0.26",510296,"Omaha","Nebraska                      ","68135",2958,"2012-12-20"
11296,"for_sale                      ",549000,5,5,"0.37",434859,"Omaha","Nebraska                      ","68116",4460,"2017-09-15"
8035,"for_sale                      ",599000,5,5,"0.25",1412813,"Omaha","Nebraska                      ","68137",4710,"2017-08-14"
67749,"for_sale                      ",105000,6,3,"0.14",711140,"Omaha","Nebraska                      ","68110",2203,"2010-09-02"
67257,"for_sale                      ",435000,4,4,"0.21",1661554,"Omaha","Nebraska                      ","68136",3378,"2020-12-07"
8035,"for_sale                      ",159900,3,2,"0.12",1571521,"Omaha","Nebraska                      ","68112",1686,"1998-12-23"
8035,"for_sale                      ",145000,4,1,"0.24",818915,"Omaha","Nebraska                      ","68111",1696,"2009-09-01"
67256,"for_sale                      ",165000,3,2,"0.14",1343404,"Omaha","Nebraska                      ","68104",1618,"2022-01-25"
15501,"for_sale                      ",380000,3,3,"0.22",502473,"Omaha","Nebraska                      ","68135",3162,"2022-01-18"
15501,"for_sale                      ",165000,2,2,"0.11",1411638,"Omaha","Nebraska                      ","68117",1500,"2007-01-03"
11296,"for_sale                      ",145000,3,2,"0.15",1202698,"Omaha","Nebraska                      ","68111",1150,NULL
67751,"for_sale                      ",142000,3,1,"0.1",1318286,"Omaha","Nebraska                      ","68107",1602,NULL
67749,"for_sale                      ",170000,3,2,"0.1",1320292,"Omaha","Nebraska                      ","68107",1374,"2021-12-15"
11472,"for_sale                      ",225000,2,2,"0.18",859210,"Omaha","Nebraska                      ","68134",2050,"1996-11-10"
67751,"for_sale                      ",205000,3,2,"0.14",817772,"Omaha","Nebraska                      ","68111",2076,"2021-10-26"
11472,"for_sale                      ",150000,3,3,"0.11",1125607,"Omaha","Nebraska                      ","68111",1823,"2020-09-17"
15501,"for_sale                      ",125000,2,1,"0.84",1372653,"Omaha","Nebraska                      ","68110",812,NULL
10859,"for_sale                      ",160000,2,2,"0.12",935185,"Omaha","Nebraska                      ","68104",1596,"2019-03-01"
67256,"for_sale                      ",113000,3,2,"0.16",693862,"Omaha","Nebraska                      ","68110",744,"2016-09-14"
8035,"for_sale                      ",200000,3,3,"0.08",769418,"Omaha","Nebraska                      ","68108",2297,"2019-06-03"
8035,"for_sale                      ",210000,3,2,"0.17",1587131,"Omaha","Nebraska                      ","68138",1403,"2019-07-02"
83670,"for_sale                      ",162500,2,1,"0.14",1494373,"Omaha","Nebraska                      ","68107",825,"2022-01-14"
33718,"for_sale                      ",240000,3,2,"0.21",1385375,"Omaha","Nebraska                      ","68104",2690,"2021-12-29"
11296,"for_sale                      ",225000,3,2,"0.21",1443737,"Omaha","Nebraska                      ","68137",1548,"2010-05-25"
8035,"for_sale                      ",199995,2,1,"0.14",1358406,"Omaha","Nebraska                      ","68117",1435,"1997-09-01"
11296,"for_sale                      ",180000,3,2,"0.14",852572,"Omaha","Nebraska                      ","68105",1309,"2018-06-21"
67257,"for_sale                      ",205000,3,2,"0.44",1078662,"Omaha","Nebraska                      ","68134",1678,NULL
67256,"for_sale                      ",380000,3,4,"0.32",1173594,"Omaha","Nebraska                      ","68164",3346,"2001-05-01"
67749,"for_sale                      ",484900,4,3,"0.25",427868,"Omaha","Nebraska                      ","68118",3043,"2018-03-29"
67749,"for_sale                      ",190000,3,2,"0.15",1128203,"Omaha","Nebraska                      ","68107",1486,"2016-10-06"
67751,"for_sale                      ",225000,4,2,"0.25",1529528,"Omaha","Nebraska                      ","68104",1541,"2020-05-21"
67751,"for_sale                      ",263000,3,2,"0.24",417257,"Omaha","Nebraska                      ","68137",1332,"2022-02-23"
110098,"for_sale                      ",555990,2,3,"0.11",1508153,"Omaha","Nebraska                      ","68132",2150,NULL
110098,"for_sale                      ",586990,3,3,"0.07",1491271,"Omaha","Nebraska                      ","68132",2628,NULL
110098,"for_sale                      ",586990,3,3,"0.07",1493837,"Omaha","Nebraska                      ","68132",2628,NULL
110098,"for_sale                      ",636975,3,3,"0.07",1487531,"Omaha","Nebraska                      ","68132",2628,NULL
110098,"for_sale                      ",534990,2,2,"0.09",1484260,"Omaha","Nebraska                      ","68132",1800,NULL
110098,"for_sale                      ",609900,3,3,"0.09",1496224,"Omaha","Nebraska                      ","68132",2628,NULL
8035,"for_sale                      ",429900,5,3,"0.28",511237,"Omaha","Nebraska                      ","68135",3390,"2018-06-05"
110098,"for_sale                      ",609990,3,3,"0.09",1503997,"Omaha","Nebraska                      ","68132",2628,NULL
110098,"for_sale                      ",609990,3,3,"0.09",1500732,"Omaha","Nebraska                      ","68132",2628,NULL
110098,"for_sale                      ",609990,3,3,"0.09",1506309,"Omaha","Nebraska                      ","68132",2628,NULL
110098,"for_sale                      ",609990,3,3,"0.09",1497883,"Omaha","Nebraska                      ","68132",2628,NULL
11472,"for_sale                      ",595000,5,4,"0.37",1810453,"Omaha","Nebraska                      ","68124",3210,"2018-12-07"
8035,"for_sale                      ",390000,3,3,"0.34",1441704,"Omaha","Nebraska                      ","68137",2296,NULL
8035,"for_sale                      ",624000,4,4,"0.25",1015242,"Omaha","Nebraska                      ","68130",3516,"2017-05-16"
67749,"for_sale                      ",149900,2,2,"0.13",1058227,"Omaha","Nebraska                      ","68104",1437,"2003-11-20"
52721,"for_sale                      ",169000,3,2,"0.11",995753,"Omaha","Nebraska                      ","68104",1210,"2000-05-26"
67749,"for_sale                      ",215000,3,3,"0.18",1460939,"Omaha","Nebraska                      ","68134",1590,"2004-03-01"
11296,"for_sale                      ",285000,3,2,"0.16",631241,"Omaha","Nebraska                      ","68104",1596,"2016-12-15"
8035,"for_sale                      ",175000,3,2,"0.13",42840,"Omaha","Nebraska                      ","68105",1053,"2011-11-17"
52721,"for_sale                      ",264900,3,3,"0.15",216580,"Omaha","Nebraska                      ","68164",2437,"2018-02-06"
67256,"for_sale                      ",190000,3,1,"0.09",1261833,"Omaha","Nebraska                      ","68107",1507,"2007-07-11"
67263,"for_sale                      ",235000,3,2,"0.11",145665,"Omaha","Nebraska                      ","68142",1258,"2011-09-28"
67749,"for_sale                      ",164900,3,1,"0.14",808346,"Omaha","Nebraska                      ","68104",1254,"1998-12-15"
69077,"for_sale                      ",225000,3,3,"0.1",340240,"Omaha","Nebraska                      ","68132",2162,"2019-09-25"
11472,"for_sale                      ",459000,4,4,"0.26",473822,"Omaha","Nebraska                      ","68136",3616,"2012-04-23"
84534,"for_sale                      ",238000,3,2,"0.12",737296,"Omaha","Nebraska                      ","68116",1392,"2015-08-10"
67749,"for_sale                      ",223900,3,2,"0.14",1302417,"Omaha","Nebraska                      ","68106",1548,"2018-10-22"
8035,"for_sale                      ",299000,3,3,"0.24",557180,"Omaha","Nebraska                      ","68154",1978,"2011-09-26"
8035,"for_sale                      ",270000,3,2,"0.16",1630882,"Omaha","Nebraska                      ","68142",1621,"2017-01-26"
11472,"for_sale                      ",240000,3,2,"0.11",1662959,"Omaha","Nebraska                      ","68134",1392,"2016-09-14"
8035,"for_sale                      ",325000,3,3,"0.12",293380,"Omaha","Nebraska                      ","68130",2400,"2019-12-05"
67749,"for_sale                      ",216900,3,2,"0.14",1431857,"Omaha","Nebraska                      ","68106",1216,"2015-05-11"
8035,"for_sale                      ",260000,3,3,"0.2",260873,"Omaha","Nebraska                      ","68164",1903,"2020-01-21"
110098,"for_sale                      ",230000,3,3,"0.23",1320663,"Omaha","Nebraska                      ","68164",1854,"2017-11-14"
81225,"for_sale                      ",299900,4,3,"0.22",469110,"Omaha","Nebraska                      ","68130",2890,"2021-01-12"
67751,"for_sale                      ",304900,3,4,"0.2",455019,"Omaha","Nebraska                      ","68135",2544,"1997-04-30"
11296,"for_sale                      ",252900,3,2,"0.11",1765288,"Omaha","Nebraska                      ","68122",1516,"2019-04-22"
